#genome	all_coding_data	all_data	asm_name	ass_id	assembly_accession	assembly_level	bioproject	biosample	dwlf	faa_lname	ffn_lname	fna_lname	frn_lname	ftp_path	gbrs_paired_asm	genome	genome_rep	infraspecific_name	isolate	organism_name	outdir	paired_asm_comp	refseq_category	release_type	score_faa	score_fna	score_rrna	score_trna	seq_rel_date	species_taxid	submitter	taxid	taxonomy	version_status	wgs_master
G001500595	Y	Y	ViralProj307750	G001500595	GCF_001500595.1	Complete Genome	PRJNA307750		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001500595.1_ViralProj307750	G001500595.faa.bz2	G001500595.ffn.bz2	G001500595.fna.bz2	G001500595.frn.bz2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001500595.1_ViralProj307750	na	G001500595	Full			Tsukamurella phage TIN2	microbes	na	na	Major	0.1	1	0.1	0.1	2015/06/02	1636545	NA	1636545	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Tsukamurella_phage_TIN2	latest	NA
G000840285	Y	N	ViralProj14212	G000840285	GCF_000840285.1	Complete Genome	PRJNA14212		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000840285.1_ViralProj14212	G000840285.faa.bz2	G000840285.ffn.bz2	G000840285.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000840285.1_ViralProj14212	na	G000840285	Full			Woodchuck hepatitis virus	microbes	na	na	Major	0.1	1	0	0	1993/08/03	35269	NA	35269	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Hepadnaviridae|g__Orthohepadnavirus|s__Woodchuck_hepatitis_virus	latest	NA
G000891055	Y	N	ViralMultiSegProj66547	G000891055	GCF_000891055.1	Complete Genome	PRJNA66547		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000891055.1_ViralMultiSegProj66547	G000891055.faa.bz2	G000891055.ffn.bz2	G000891055.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000891055.1_ViralMultiSegProj66547	na	G000891055	Full	strain=PR79		Rhynchosia mild mosaic virus	microbes	na	na	Major	0.1	0.34	0	0	2010/01/29	714308	NA	714308	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae|g__Begomovirus|s__Rhynchosia_mild_mosaic_virus	latest	NA
G001292955	Y	N	ViralProj295579	G001292955	GCF_001292955.1	Complete Genome	PRJNA295579		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001292955.1_ViralProj295579	G001292955.faa.bz2	G001292955.ffn.bz2	G001292955.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001292955.1_ViralProj295579	na	G001292955	Full	strain=NewEngland_USA/2011		Phopivirus	microbes	na	na	Major	0.1	1	0	0	2015/09/04	1708572	NA	1708572	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Picornavirales|f__Picornaviridae|g__Hepatovirus|s__Phopivirus	latest	NA
G000859265	Y	N	ViralProj15244	G000859265	GCF_000859265.1	Complete Genome	PRJNA15244		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000859265.1_ViralProj15244	G000859265.faa.bz2	G000859265.ffn.bz2	G000859265.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000859265.1_ViralProj15244	na	G000859265	Full			Lactococcus phage BK5-T	microbes	na	na	Major	0.1	1	0	0	2001/05/26	31754	NA	31754	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Lactococcus_phage_BK5_T	latest	NA
G001041795	Y	N	ViralProj287975	G001041795	GCF_001041795.1	Complete Genome	PRJNA287975		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001041795.1_ViralProj287975	G001041795.faa.bz2	G001041795.ffn.bz2	G001041795.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001041795.1_ViralProj287975	na	G001041795	Full			Streptococcus phage SpSL1	microbes	na	na	Major	0.1	1	0	0	2014/11/17	1566990	NA	1566990	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Streptococcus_phage_SpSL1	latest	NA
G000861405	Y	N	ViralProj15337	G000861405	GCF_000861405.1	Complete Genome	PRJNA15337		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000861405.1_ViralProj15337	G000861405.faa.bz2	G000861405.ffn.bz2	G000861405.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000861405.1_ViralProj15337	na	G000861405	Full		LTSV-Can	Lucerne transient streak virus	microbes	na	na	Major	0.1	1	0	0	2013/01/03	12470	NA	12470	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Sobemovirus|s__Lucerne_transient_streak_virus	latest	NA
G000850305	Y	N	ViralProj14726	G000850305	GCF_000850305.1	Complete Genome	PRJNA14726		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000850305.1_ViralProj14726	G000850305.faa.bz2	G000850305.ffn.bz2	G000850305.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000850305.1_ViralProj14726	na	G000850305	Full	strain=ATCC VR-1390		Spring viraemia of carp virus	microbes	na	na	Major	0.1	1	0	0	2001/06/08	696863	NA	696863	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Mononegavirales|f__Rhabdoviridae|g__Sprivivirus|s__Spring_viraemia_of_carp_virus	latest	NA
G000845505	Y	N	ViralProj14425	G000845505	GCF_000845505.1	Complete Genome	PRJNA14425		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000845505.1_ViralProj14425	G000845505.faa.bz2	G000845505.ffn.bz2	G000845505.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000845505.1_ViralProj14425	na	G000845505	Full	strain=FM		Muscovy duck parvovirus	microbes	na	na	Major	0.1	1	0	0	1995/12/12	1511895	NA	37325	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Parvoviridae|g__Dependoparvovirus|s__Anseriform_dependoparvovirus_1|t__Muscovy_duck_parvovirus	latest	NA
G000880995	Y	N	ViralProj33407	G000880995	GCF_000880995.1	Complete Genome	PRJNA33407		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000880995.1_ViralProj33407	G000880995.faa.bz2	G000880995.ffn.bz2	G000880995.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000880995.1_ViralProj33407	na	G000880995	Full			Erinaceus europaeus papillomavirus 1	microbes	na	na	Major	0.1	1	0	0	2008/12/17	1177767	NA	445217	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Papillomaviridae|g__Dyoetapapillomavirus|s__Dyoetapapillomavirus_1|t__Erinaceus_europaeus_papillomavirus_1	latest	NA
G000865265	Y	N	ViralProj16201	G000865265	GCF_000865265.1	Complete Genome	PRJNA16201		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000865265.1_ViralProj16201	G000865265.faa.bz2	G000865265.ffn.bz2	G000865265.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000865265.1_ViralProj16201	na	G000865265	Full			Kelp fly virus	microbes	na	na	Major	0.1	1	0	0	2005/08/19	340921	NA	340921	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Kelp_fly_virus	latest	NA
G000837485	Y	N	ViralProj14160	G000837485	GCF_000837485.1	Complete Genome	PRJNA14160		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000837485.1_ViralProj14160	G000837485.faa.bz2	G000837485.ffn.bz2	G000837485.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000837485.1_ViralProj14160	na	G000837485	Full			Methanobacterium phage psiM2	microbes	na	na	Major	0.1	1	0	0	1998/06/24	77048	NA	77048	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Methanobacterium_phage_psiM2	latest	NA
G000837025	Y	N	ViralProj14062	G000837025	GCF_000837025.1	Complete Genome	PRJNA14062		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000837025.1_ViralProj14062	G000837025.faa.bz2	G000837025.ffn.bz2	G000837025.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000837025.1_ViralProj14062	na	G000837025	Full			Enterobacteria phage PRD1	microbes	na	na	Major	0.1	1	0	0	2005/03/16	10658	NA	10658	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Tectiviridae|g__Tectivirus|s__Enterobacteria_phage_PRD1	latest	NA
G000883315	Y	N	ViralProj32691	G000883315	GCF_000883315.1	Complete Genome	PRJNA32691		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000883315.1_ViralProj32691	G000883315.faa.bz2	G000883315.ffn.bz2	G000883315.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000883315.1_ViralProj32691	na	G000883315	Full	cultivar=Angelika		Poinsettia latent virus	microbes	na	na	Major	0.1	1	0	0	2004/12/14	305785	NA	305785	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Polemovirus|s__Poinsettia_latent_virus	latest	NA
G001502015	Y	Y	ViralProj307748	G001502015	GCF_001502015.1	Complete Genome	PRJNA307748		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001502015.1_ViralProj307748	G001502015.faa.bz2	G001502015.ffn.bz2	G001502015.fna.bz2	G001502015.frn.bz2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001502015.1_ViralProj307748	na	G001502015	Full			Enterococcus phage EFLK1	microbes	na	na	Major	0.1	1	0.1	0.1	2015/04/12	1640885	NA	1640885	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Myoviridae_noname|s__Enterococcus_phage_EFLK1	latest	NA
G000869065	Y	N	ViralProj16798	G000869065	GCF_000869065.1	Complete Genome	PRJNA16798		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000869065.1_ViralProj16798	G000869065.faa.bz2	G000869065.ffn.bz2	G000869065.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000869065.1_ViralProj16798	na	G000869065	Full			Nile crocodilepox virus	microbes	na	na	Major	0.1	1	0	0	2006/03/03	1285600	NA	1285600	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Poxviridae|g__Crocodylidpoxvirus|s__Nile_crocodilepox_virus	latest	NA
G000843625	Y	N	ViralProj14383	G000843625	GCF_000843625.1	Complete Genome	PRJNA14383		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000843625.1_ViralProj14383	G000843625.faa.bz2	G000843625.ffn.bz2	G000843625.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000843625.1_ViralProj14383	na	G000843625	Full			Neodiprion sertifer nucleopolyhedrovirus	microbes	na	na	Major	0.1	1	0	0	2003/10/10	111874	NA	111874	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Baculoviridae|g__Gammabaculovirus|s__Neodiprion_sertifer_nucleopolyhedrovirus	latest	NA
G001502655	Y	N	ViralProj307753	G001502655	GCF_001502655.1	Complete Genome	PRJNA307753		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001502655.1_ViralProj307753	G001502655.faa.bz2	G001502655.ffn.bz2	G001502655.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001502655.1_ViralProj307753	na	G001502655	Full			Paenibacillus phage Fern	microbes	na	na	Major	0.1	1	0	0	2015/08/19	1636255	NA	1636255	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Paenibacillus_phage_Fern	latest	NA
G000894815	Y	N	ViralProj72389	G000894815	GCF_000894815.1	Complete Genome	PRJNA72389		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000894815.1_ViralProj72389	G000894815.faa.bz2	G000894815.ffn.bz2	G000894815.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000894815.1_ViralProj72389	na	G000894815	Full	strain=SZ-150		Sclerotinia sclerotiorum hypovirus 1	microbes	na	na	Major	0.1	1	0	0	2011/08/09	1074325	NA	1074325	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Hypoviridae|g__Hypovirus|s__Sclerotinia_sclerotiorum_hypovirus_1	latest	NA
G001041275	Y	N	ViralProj288017	G001041275	GCF_001041275.1	Complete Genome	PRJNA288017		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001041275.1_ViralProj288017	G001041275.faa.bz2	G001041275.ffn.bz2	G001041275.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001041275.1_ViralProj288017	na	G001041275	Full		PHL082M00	Propionibacterium phage PHL082	microbes	na	na	Major	0.1	1	0	0	2014/08/01	1647425	NA	1647425	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Propionibacterium_phage_PHL082	latest	NA
G001654405	Y	N	ViralProj323871	G001654405	GCF_001654405.1	Complete Genome	PRJNA323871		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001654405.1_ViralProj323871	G001654405.faa.bz2	G001654405.ffn.bz2	G001654405.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001654405.1_ViralProj323871	na	G001654405	Full	strain=goose/Shimane/67/2000		Avian paramyxovirus 13	microbes	na	na	Major	0.1	1	0	0	2016/05/20	1853052	NA	1853052	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Mononegavirales|f__Paramyxoviridae|g__Avulavirus|s__Avian_paramyxovirus_13	latest	NA
G000855865	Y	N	ViralProj15062	G000855865	GCF_000855865.1	Complete Genome	PRJNA15062		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000855865.1_ViralProj15062	G000855865.faa.bz2	G000855865.ffn.bz2	G000855865.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000855865.1_ViralProj15062	na	G000855865	Full		USA6b	Little cherry virus 2	microbes	na	na	Major	0.1	1	0	0	2003/07/15	154339	NA	154339	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Closteroviridae|g__Ampelovirus|s__Little_cherry_virus_2	latest	NA
G000838385	Y	N	ViralMultiSegProj14183	G000838385	GCF_000838385.1	Complete Genome	PRJNA14183		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000838385.1_ViralMultiSegProj14183	G000838385.faa.bz2	G000838385.ffn.bz2	G000838385.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000838385.1_ViralMultiSegProj14183	na	G000838385	Full		IC	Chino del tomate virus	microbes	na	na	Major	0.1	0.343	0	0	1999/03/04	47838	NA	47838	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae|g__Begomovirus|s__Chino_del_tomate_virus	latest	NA
G000913275	Y	N	ViralProj215112	G000913275	GCF_000913275.1	Complete Genome	PRJNA215112		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000913275.1_ViralProj215112	G000913275.faa.bz2	G000913275.ffn.bz2	G000913275.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000913275.1_ViralProj215112	na	G000913275	Full			Mycobacterium phage Phelemich	microbes	na	na	Major	0.1	1	0	0	2013/08/08	1383055	NA	1383055	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Mycobacterium_phage_Phelemich	latest	NA
G001019835	Y	N	ViralProj285357	G001019835	GCF_001019835.1	Complete Genome	PRJNA285357		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001019835.1_ViralProj285357	G001019835.faa.bz2	G001019835.ffn.bz2	G001019835.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001019835.1_ViralProj285357	na	G001019835	Full		APV1_HN	Areca palm velarivirus 1	microbes	na	na	Major	0.1	1	0	0	2015/05/22	1654603	NA	1654603	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Closteroviridae|g__Velarivirus|s__Areca_palm_velarivirus_1	latest	NA
G000888555	Y	N	ViralProj51735	G000888555	GCF_000888555.1	Complete Genome	PRJNA51735		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000888555.1_ViralProj51735	G000888555.faa.bz2	G000888555.ffn.bz2	G000888555.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000888555.1_ViralProj51735	na	G000888555	Full	strain=YNM		Bat adeno-associated virus YNM	microbes	na	na	Major	0.1	1	0	0	2010/03/01	727962	NA	727962	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Parvoviridae|g__Dependoparvovirus|s__Bat_adeno_associated_virus_YNM	latest	NA
G000899875	Y	Y	ViralProj171977	G000899875	GCF_000899875.1	Complete Genome	PRJNA171977		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000899875.1_ViralProj171977	G000899875.faa.bz2	G000899875.ffn.bz2	G000899875.fna.bz2	G000899875.frn.bz2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000899875.1_ViralProj171977	na	G000899875	Full			Salmonella phage vB_SosS_Oslo	microbes	na	na	Major	0.1	1	0.1	0.1	2012/06/19	1168549	NA	1168549	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Salmonella_phage_vB_SosS_Oslo	latest	NA
G000853505	Y	N	ViralProj14913	G000853505	GCF_000853505.1	Complete Genome	PRJNA14913		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000853505.1_ViralProj14913	G000853505.faa.bz2	G000853505.ffn.bz2	G000853505.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000853505.1_ViralProj14913	na	G000853505	Full	strain=229E		Human coronavirus 229E	microbes	na	na	Major	0.1	1	0	0	2001/01/11	11137	NA	11137	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Nidovirales|f__Coronaviridae|g__Alphacoronavirus|s__Human_coronavirus_229E	latest	NA
G000906275	Y	N	ViralProj196432	G000906275	GCF_000906275.1	Complete Genome	PRJNA196432		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000906275.1_ViralProj196432	G000906275.faa.bz2	G000906275.ffn.bz2	G000906275.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000906275.1_ViralProj196432	na	G000906275	Full		UCD1-1698	Canine circovirus	microbes	na	na	Major	0.1	1	0	0	2013/04/01	1194757	NA	1194757	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Circoviridae|g__Circovirus|s__Canine_circovirus	latest	NA
G000884535	Y	N	ViralProj42779	G000884535	GCF_000884535.1	Complete Genome	PRJNA42779		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000884535.1_ViralProj42779	G000884535.faa.bz2	G000884535.ffn.bz2	G000884535.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000884535.1_ViralProj42779	na	G000884535	Full	strain=KP32		Klebsiella phage KP32	microbes	na	na	Major	0.1	1	0	0	2009/11/05	674082	NA	674082	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__T7likevirus|s__Klebsiella_phage_KP32	latest	NA
G001470335	Y	N	ViralProj306284	G001470335	GCF_001470335.1	Complete Genome	PRJNA306284		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001470335.1_ViralProj306284	G001470335.faa.bz2	G001470335.ffn.bz2	G001470335.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001470335.1_ViralProj306284	na	G001470335	Full			Streptococcus phage A25	microbes	na	na	Major	0.1	1	0	0	2015/09/18	1701850	NA	1701850	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Podoviridae_noname|s__Streptococcus_phage_A25	latest	NA
G000911675	Y	N	ViralProj213071	G000911675	GCF_000911675.1	Complete Genome	PRJNA213071		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000911675.1_ViralProj213071	G000911675.faa.bz2	G000911675.ffn.bz2	G000911675.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000911675.1_ViralProj213071	na	G000911675	Full			Puniceispirillum phage HMO-2011	microbes	na	na	Major	0.1	1	0	0	2013/01/09	948071	NA	948071	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Podoviridae_noname|s__Puniceispirillum_phage_HMO_2011	latest	NA
G000887335	Y	N	ViralProj48185	G000887335	GCF_000887335.1	Complete Genome	PRJNA48185		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000887335.1_ViralProj48185	G000887335.faa.bz2	G000887335.ffn.bz2	G000887335.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000887335.1_ViralProj48185	na	G000887335	Full		MD2-013	Torque teno midi virus 2	microbes	na	na	Major	0.1	1	0	0	2007/03/22	687380	NA	687380	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Anelloviridae|g__Gammatorquevirus|s__Torque_teno_midi_virus_2	latest	NA
G001503015	Y	N	ViralProj307825	G001503015	GCF_001503015.1	Complete Genome	PRJNA307825		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001503015.1_ViralProj307825	G001503015.faa.bz2	G001503015.ffn.bz2	G001503015.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001503015.1_ViralProj307825	na	G001503015	Full			Staphylococcus phage B166	microbes	na	na	Major	0.1	1	0	0	2015/04/12	1636204	NA	1636204	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Phietalikevirus|s__Staphylococcus_phage_B166	latest	NA
G000839525	Y	N	ViralProj14064	G000839525	GCF_000839525.1	Complete Genome	PRJNA14064		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000839525.1_ViralProj14064	G000839525.faa.bz2	G000839525.ffn.bz2	G000839525.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000839525.1_ViralProj14064	na	G000839525	Full			Chlamydia phage 1	microbes	na	na	Major	0.1	1	0	0	1993/04/28	10857	NA	10857	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Microviridae|g__Chlamydiamicrovirus|s__Chlamydia_phage_1	latest	NA
G000909235	Y	Y	ViralProj206491	G000909235	GCF_000909235.1	Complete Genome	PRJNA206491		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000909235.1_ViralProj206491	G000909235.faa.bz2	G000909235.ffn.bz2	G000909235.fna.bz2	G000909235.frn.bz2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000909235.1_ViralProj206491	na	G000909235	Full			Halovirus HRTV-7	microbes	na	na	Major	0.1	1	0.1	0.1	2013/05/20	1273754	NA	1273754	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Halovirus_HRTV_7	latest	NA
G000840245	Y	N	ViralProj14204	G000840245	GCF_000840245.1	Complete Genome	PRJNA14204		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000840245.1_ViralProj14204	G000840245.faa.bz2	G000840245.ffn.bz2	G000840245.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000840245.1_ViralProj14204	na	G000840245	Full			Enterobacteria phage lambda	microbes	na	na	Major	0.1	1	0	0	1993/04/28	10710	NA	10710	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Lambdalikevirus|s__Enterobacteria_phage_lambda	latest	NA
G000891095	Y	N	ViralProj66617	G000891095	GCF_000891095.1	Complete Genome	PRJNA66617		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000891095.1_ViralProj66617	G000891095.faa.bz2	G000891095.ffn.bz2	G000891095.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000891095.1_ViralProj66617	na	G000891095	Full			Banana streak CA virus	microbes	na	na	Major	0.1	1	0	0	2011/04/29	1016852	NA	1016852	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Caulimoviridae|g__Badnavirus|s__Banana_streak_CA_virus	latest	NA
G000891295	Y	N	ViralProj72371	G000891295	GCF_000891295.1	Complete Genome	PRJNA72371		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000891295.1_ViralProj72371	G000891295.faa.bz2	G000891295.ffn.bz2	G000891295.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000891295.1_ViralProj72371	na	G000891295	Full		G7C	Escherichia phage vB_EcoP_G7C	microbes	na	na	Major	0.1	1	0	0	2011/08/05	1054461	NA	1054461	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__N4likevirus|s__Escherichia_phage_vB_EcoP_G7C	latest	NA
G000914915	Y	Y	ViralProj240593	G000914915	GCF_000914915.1	Complete Genome	PRJNA240593	SAMEA3283118	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000914915.1_ViralProj240593	G000914915.faa.bz2	G000914915.ffn.bz2	G000914915.fna.bz2	G000914915.frn.bz2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000914915.1_ViralProj240593	na	G000914915	Full	strain=ATCC 35860-B1		Enterobacteria phage phi92	microbes	na	na	Major	0.1	1	0.1	0.2	2012/07/19	948870	NA	948870	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Myoviridae_noname|s__Enterobacteria_phage_phi92	latest	NA
G000860145	Y	N	ViralProj15253	G000860145	GCF_000860145.1	Complete Genome	PRJNA15253		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000860145.1_ViralProj15253	G000860145.faa.bz2	G000860145.ffn.bz2	G000860145.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000860145.1_ViralProj15253	na	G000860145	Full			Small anellovirus 2	microbes	na	na	Major	0.1	1	0	0	2004/09/30	393049	NA	289367	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Anelloviridae|g__Anelloviridae_noname|s__Small_anellovirus|t__Small_anellovirus_2	latest	NA
